exercise_name,muscle_slug,role
Lever Seated Good Morning,gluteus_maximus,primary
Lever Seated Good Morning,hamstrings,secondary
Lever Seated Good Morning,erector_spinae,secondary
Lever Seated Hip Abduction,gluteus_medius,primary
Lever Seated Hip Abduction,gluteus_maximus,secondary
Lever Seated Hip Abduction,hamstrings,secondary
Lever Seated Hip Adduction,adductors,primary
Lever Seated Hip Adduction,hamstrings,secondary
Lever Seated Hip Adduction,gluteus_maximus,secondary
Lever Seated Leg Curl,hamstrings,primary
Lever Seated Leg Curl,calves,secondary
Lever Seated Leg Raise Crunch,rectus_abdominis,primary
Lever Seated Leg Raise Crunch,hip_flexors,secondary
Lever Seated Reverse Fly,posterior_deltoid,primary
Lever Seated Reverse Fly,trapezius,secondary
Lever Seated Reverse Fly,rhomboids,secondary
Lever Seated Reverse Fly (parallel Grip),posterior_deltoid,primary
Lever Seated Reverse Fly (parallel Grip),trapezius,secondary
Lever Seated Reverse Fly (parallel Grip),rhomboids,secondary
Lever Seated Row,trapezius,primary
Lever Seated Row,biceps_brachii,secondary
Lever Seated Row,forearms,secondary
Lever Seated Squat Calf Raise On Leg Press Machine,calves,primary
Lever Seated Squat Calf Raise On Leg Press Machine,quadriceps,secondary
Lever Seated Squat Calf Raise On Leg Press Machine,hamstrings,secondary
Lever Seated Squat Calf Raise On Leg Press Machine,gluteus_maximus,secondary
Lever Shoulder Press,anterior_deltoid,primary
Lever Shoulder Press,triceps_brachii,secondary
Lever Shoulder Press,pectoralis_major,secondary
Lever Shoulder Press V. 2,anterior_deltoid,primary
Lever Shoulder Press V. 2,triceps_brachii,secondary
Lever Shoulder Press V. 2,pectoralis_major,secondary
Lever Shoulder Press V. 3,anterior_deltoid,primary
Lever Shoulder Press V. 3,triceps_brachii,secondary
Lever Shoulder Press V. 3,pectoralis_major,secondary
Lever Shrug,trapezius,primary
Lever Shrug,lateral_deltoid,secondary
Lever Standing Calf Raise,calves,primary
Lever Standing Chest Press,pectoralis_major,primary
Lever Standing Chest Press,anterior_deltoid,secondary
Lever Standing Chest Press,triceps_brachii,secondary
Lever T Bar Row,trapezius,primary
Lever T Bar Row,biceps_brachii,secondary
Lever T Bar Row,forearms,secondary
Lever T-bar Reverse Grip Row,trapezius,primary
Lever T-bar Reverse Grip Row,biceps_brachii,secondary
Lever T-bar Reverse Grip Row,forearms,secondary
Lever Triceps Extension,triceps_brachii,primary
Lever Triceps Extension,lateral_deltoid,secondary
Lever Unilateral Row,trapezius,primary
Lever Unilateral Row,biceps_brachii,secondary
Lever Unilateral Row,forearms,secondary
London Bridge,trapezius,primary
London Bridge,lateral_deltoid,secondary
London Bridge,biceps_brachii,secondary
London Bridge,forearms,secondary
Low Glute Bridge On Floor,gluteus_maximus,primary
Low Glute Bridge On Floor,hamstrings,secondary
Low Glute Bridge On Floor,rectus_abdominis,secondary
Lower Back Curl,erector_spinae,primary
Lower Back Curl,gluteus_maximus,secondary
Lower Back Curl,hamstrings,secondary
Lunge With Jump,gluteus_maximus,primary
Lunge With Jump,quadriceps,secondary
Lunge With Jump,hamstrings,secondary
Lunge With Jump,calves,secondary
Lunge With Twist,rectus_abdominis,primary
Lunge With Twist,quadriceps,secondary
Lunge With Twist,gluteus_maximus,secondary
Lunge With Twist,hamstrings,secondary
Lying (side) Quads Stretch,quadriceps,primary
Lying (side) Quads Stretch,hamstrings,secondary
Lying Elbow To Knee,rectus_abdominis,primary
Lying Elbow To Knee,hip_flexors,secondary
Lying Elbow To Knee,erector_spinae,secondary
Lying Leg Raise Flat Bench,rectus_abdominis,primary
Lying Leg Raise Flat Bench,hip_flexors,secondary
Lying Leg-hip Raise,rectus_abdominis,primary
Lying Leg-hip Raise,hip_flexors,secondary
Machine Inner Chest Press,pectoralis_major,primary
Machine Inner Chest Press,triceps_brachii,secondary
Machine Inner Chest Press,anterior_deltoid,secondary
March Sit (wall),gluteus_maximus,primary
March Sit (wall),quadriceps,secondary
March Sit (wall),hamstrings,secondary
March Sit (wall),calves,secondary
Medicine Ball Catch And Overhead Throw,latissimus_dorsi,primary
Medicine Ball Catch And Overhead Throw,anterior_deltoid,secondary
Medicine Ball Catch And Overhead Throw,rectus_abdominis,secondary
Medicine Ball Chest Pass,pectoralis_major,primary
Medicine Ball Chest Pass,anterior_deltoid,secondary
Medicine Ball Chest Pass,triceps_brachii,secondary
Medicine Ball Chest Push From 3 Point Stance,pectoralis_major,primary
Medicine Ball Chest Push From 3 Point Stance,anterior_deltoid,secondary
Medicine Ball Chest Push From 3 Point Stance,triceps_brachii,secondary
Medicine Ball Chest Push Multiple Response,pectoralis_major,primary
Medicine Ball Chest Push Multiple Response,triceps_brachii,secondary
Medicine Ball Chest Push Multiple Response,anterior_deltoid,secondary
Medicine Ball Chest Push Single Response,pectoralis_major,primary
Medicine Ball Chest Push Single Response,triceps_brachii,secondary
Medicine Ball Chest Push Single Response,anterior_deltoid,secondary
Medicine Ball Chest Push With Run Release,pectoralis_major,primary
Medicine Ball Chest Push With Run Release,triceps_brachii,secondary
Medicine Ball Chest Push With Run Release,anterior_deltoid,secondary
Medicine Ball Chest Push With Run Release,rectus_abdominis,secondary
Medicine Ball Close Grip Push Up,triceps_brachii,primary
Medicine Ball Close Grip Push Up,pectoralis_major,secondary
Medicine Ball Close Grip Push Up,anterior_deltoid,secondary
Medicine Ball Overhead Slam,trapezius,primary
Medicine Ball Overhead Slam,anterior_deltoid,secondary
Medicine Ball Overhead Slam,rectus_abdominis,secondary
Medicine Ball Supine Chest Throw,triceps_brachii,primary
Medicine Ball Supine Chest Throw,pectoralis_major,secondary
Medicine Ball Supine Chest Throw,anterior_deltoid,secondary
Mixed Grip Chin-up,latissimus_dorsi,primary
Mixed Grip Chin-up,biceps_brachii,secondary
Mixed Grip Chin-up,forearms,secondary
Modified Hindu Push-up (male),pectoralis_major,primary
Modified Hindu Push-up (male),triceps_brachii,secondary
Modified Hindu Push-up (male),anterior_deltoid,secondary
Modified Hindu Push-up (male),rectus_abdominis,secondary
Modified Push Up To Lower Arms,forearms,primary
Modified Push Up To Lower Arms,triceps_brachii,secondary
Modified Push Up To Lower Arms,pectoralis_major,secondary
Modified Push Up To Lower Arms,anterior_deltoid,secondary
Monster Walk,gluteus_maximus,primary
Monster Walk,hamstrings,secondary
Monster Walk,quadriceps,secondary
Muscle Up,latissimus_dorsi,primary
Muscle Up,biceps_brachii,secondary
Muscle Up,triceps_brachii,secondary
Muscle Up,lateral_deltoid,secondary
Muscle Up,pectoralis_major,secondary
Muscle-up (on Vertical Bar),latissimus_dorsi,primary
Muscle-up (on Vertical Bar),biceps_brachii,secondary
Muscle-up (on Vertical Bar),triceps_brachii,secondary
Muscle-up (on Vertical Bar),forearms,secondary
Narrow Push-up On Exercise Ball,triceps_brachii,primary
Narrow Push-up On Exercise Ball,pectoralis_major,secondary
Narrow Push-up On Exercise Ball,anterior_deltoid,secondary
Neck Side Stretch,levator_scapulae,primary
Neck Side Stretch,trapezius,secondary
Negative Crunch,rectus_abdominis,primary
Negative Crunch,hip_flexors,secondary
Oblique Crunch V. 2,rectus_abdominis,primary
Oblique Crunch V. 2,obliques,secondary
Oblique Crunches Floor,rectus_abdominis,primary
Oblique Crunches Floor,obliques,secondary
Olympic Barbell Hammer Curl,biceps_brachii,primary
Olympic Barbell Hammer Curl,forearms,secondary
Olympic Barbell Triceps Extension,triceps_brachii,primary
Olympic Barbell Triceps Extension,lateral_deltoid,secondary
One Arm Against Wall,latissimus_dorsi,primary
One Arm Against Wall,lateral_deltoid,secondary
One Arm Against Wall,triceps_brachii,secondary
One Arm Chin-up,latissimus_dorsi,primary
One Arm Chin-up,biceps_brachii,secondary
One Arm Chin-up,forearms,secondary
One Arm Dip,triceps_brachii,primary
One Arm Dip,pectoralis_major,secondary
One Arm Dip,anterior_deltoid,secondary
One Arm Slam (with Medicine Ball),rectus_abdominis,primary
One Arm Slam (with Medicine Ball),lateral_deltoid,secondary
One Arm Slam (with Medicine Ball),latissimus_dorsi,secondary
One Arm Towel Row,trapezius,primary
One Arm Towel Row,biceps_brachii,secondary
One Arm Towel Row,forearms,secondary
One Leg Donkey Calf Raise,calves,primary
One Leg Donkey Calf Raise,hamstrings,secondary
One Leg Donkey Calf Raise,gluteus_maximus,secondary
One Leg Floor Calf Raise,calves,primary
One Leg Squat,gluteus_maximus,primary
One Leg Squat,quadriceps,secondary
One Leg Squat,hamstrings,secondary
One Leg Squat,calves,secondary
Otis Up,rectus_abdominis,primary
Otis Up,hip_flexors,secondary
Otis Up,erector_spinae,secondary
Outside Leg Kick Push-up,gluteus_maximus,primary
Outside Leg Kick Push-up,quadriceps,secondary
Outside Leg Kick Push-up,hamstrings,secondary
Outside Leg Kick Push-up,calves,secondary
Overhead Triceps Stretch,triceps_brachii,primary
Overhead Triceps Stretch,anterior_deltoid,secondary
Pelvic Tilt,rectus_abdominis,primary
Pelvic Tilt,erector_spinae,secondary
Pelvic Tilt Into Bridge,gluteus_maximus,primary
Pelvic Tilt Into Bridge,hamstrings,secondary
Pelvic Tilt Into Bridge,rectus_abdominis,secondary
Peroneals Stretch,calves,primary
Pike-to-cobra Push-up,gluteus_maximus,primary
Pike-to-cobra Push-up,rectus_abdominis,secondary
Pike-to-cobra Push-up,anterior_deltoid,secondary
Pike-to-cobra Push-up,triceps_brachii,secondary
Plyo Push Up,pectoralis_major,primary
Plyo Push Up,triceps_brachii,secondary
Plyo Push Up,anterior_deltoid,secondary
Plyo Push Up,rectus_abdominis,secondary
Posterior Step To Overhead Reach,rectus_abdominis,primary
Posterior Step To Overhead Reach,gluteus_maximus,secondary
Posterior Step To Overhead Reach,hamstrings,secondary
Posterior Step To Overhead Reach,quadriceps,secondary
Posterior Step To Overhead Reach,posterior_deltoid,secondary
Posterior Tibialis Stretch,calves,primary
Posterior Tibialis Stretch,hamstrings,secondary
Posterior Tibialis Stretch,quadriceps,secondary
Potty Squat,rectus_abdominis,primary
Potty Squat,quadriceps,secondary
Potty Squat,gluteus_maximus,secondary
Potty Squat With Support,gluteus_maximus,primary
Potty Squat With Support,quadriceps,secondary
Potty Squat With Support,hamstrings,secondary
Potty Squat With Support,calves,secondary
Power Clean,hamstrings,primary
Power Clean,gluteus_maximus,secondary
Power Clean,quadriceps,secondary
Power Clean,calves,secondary
Power Point Plank,rectus_abdominis,primary
Power Point Plank,lateral_deltoid,secondary
Power Point Plank,triceps_brachii,secondary
Power Point Plank,gluteus_maximus,secondary
Prisoner Half Sit-up (male),rectus_abdominis,primary
Prisoner Half Sit-up (male),hip_flexors,secondary
Prone Twist On Stability Ball,rectus_abdominis,primary
Prone Twist On Stability Ball,obliques,secondary
Prone Twist On Stability Ball,erector_spinae,secondary
Pull Up (neutral Grip),latissimus_dorsi,primary
Pull Up (neutral Grip),biceps_brachii,secondary
Pull Up (neutral Grip),forearms,secondary
Pull-in (on Stability Ball),rectus_abdominis,primary
Pull-in (on Stability Ball),hip_flexors,secondary
Pull-up,latissimus_dorsi,primary
Pull-up,biceps_brachii,secondary
Pull-up,forearms,secondary
Push And Pull Bodyweight,pectoralis_major,primary
Push And Pull Bodyweight,triceps_brachii,secondary
Push And Pull Bodyweight,lateral_deltoid,secondary
Push Up On Bosu Ball,pectoralis_major,primary
Push Up On Bosu Ball,triceps_brachii,secondary
Push Up On Bosu Ball,anterior_deltoid,secondary
Push Up On Bosu Ball,rectus_abdominis,secondary
Push-up,pectoralis_major,primary
Push-up,triceps_brachii,secondary
Push-up,anterior_deltoid,secondary
Push-up,rectus_abdominis,secondary
Push-up (bosu Ball),pectoralis_major,primary
Push-up (bosu Ball),triceps_brachii,secondary
Push-up (bosu Ball),anterior_deltoid,secondary
Push-up (bosu Ball),rectus_abdominis,secondary
Push-up (on Stability Ball),pectoralis_major,primary
Push-up (on Stability Ball),triceps_brachii,secondary
Push-up (on Stability Ball),anterior_deltoid,secondary
Push-up (on Stability Ball),rectus_abdominis,secondary
Push-up (wall),pectoralis_major,primary
Push-up (wall),triceps_brachii,secondary
Push-up (wall),anterior_deltoid,secondary
Push-up (wall) V. 2,pectoralis_major,primary
Push-up (wall) V. 2,triceps_brachii,secondary
Push-up (wall) V. 2,anterior_deltoid,secondary
Push-up Close-grip Off Dumbbell,triceps_brachii,primary
Push-up Close-grip Off Dumbbell,pectoralis_major,secondary
Push-up Close-grip Off Dumbbell,anterior_deltoid,secondary
Push-up Inside Leg Kick,gluteus_maximus,primary
Push-up Inside Leg Kick,quadriceps,secondary
Push-up Inside Leg Kick,hamstrings,secondary
Push-up Inside Leg Kick,calves,secondary
Push-up Inside Leg Kick,rectus_abdominis,secondary
Push-up Medicine Ball,pectoralis_major,primary
Push-up Medicine Ball,triceps_brachii,secondary
Push-up Medicine Ball,anterior_deltoid,secondary
Push-up Medicine Ball,rectus_abdominis,secondary
Push-up On Lower Arms,triceps_brachii,primary
Push-up On Lower Arms,pectoralis_major,secondary
Push-up On Lower Arms,anterior_deltoid,secondary
Push-up Plus,pectoralis_major,primary
Push-up Plus,triceps_brachii,secondary
Push-up Plus,anterior_deltoid,secondary
Push-up To Side Plank,rectus_abdominis,primary
Push-up To Side Plank,anterior_deltoid,secondary
Push-up To Side Plank,pectoralis_major,secondary
Push-up To Side Plank,triceps_brachii,secondary
Quads (bodyweight Squat),quadriceps,primary
Quads (bodyweight Squat),hamstrings,secondary
Quads (bodyweight Squat),gluteus_maximus,secondary
Quarter Sit-up,rectus_abdominis,primary
Quarter Sit-up,hip_flexors,secondary
Quick Feet V. 2,quadriceps,primary
Quick Feet V. 2,calves,secondary
Quick Feet V. 2,hamstrings,secondary
Raise Single Arm Push-up,pectoralis_major,primary
Raise Single Arm Push-up,triceps_brachii,secondary
Raise Single Arm Push-up,anterior_deltoid,secondary
Raise Single Arm Push-up,rectus_abdominis,secondary
Rear Decline Bridge,gluteus_maximus,primary
Rear Decline Bridge,hamstrings,secondary
Rear Decline Bridge,erector_spinae,secondary
Rear Deltoid Stretch,posterior_deltoid,primary
Rear Deltoid Stretch,trapezius,secondary
Rear Deltoid Stretch,rhomboids,secondary
Rear Pull-up,latissimus_dorsi,primary
Rear Pull-up,biceps_brachii,secondary
Rear Pull-up,forearms,secondary
Reclining Big Toe Pose With Rope,hamstrings,primary
Reclining Big Toe Pose With Rope,calves,secondary
Reclining Big Toe Pose With Rope,gluteus_maximus,secondary
Resistance Band Hip Thrusts On Knees (female),gluteus_maximus,primary
Resistance Band Hip Thrusts On Knees (female),hamstrings,secondary
Resistance Band Hip Thrusts On Knees (female),quadriceps,secondary
Resistance Band Leg Extension,quadriceps,primary
Resistance Band Leg Extension,hamstrings,secondary
Resistance Band Seated Biceps Curl,biceps_brachii,primary
Resistance Band Seated Biceps Curl,forearms,secondary
Resistance Band Seated Chest Press,pectoralis_major,primary
Resistance Band Seated Chest Press,anterior_deltoid,secondary
Resistance Band Seated Chest Press,triceps_brachii,secondary
Resistance Band Seated Hip Abduction,gluteus_medius,primary
Resistance Band Seated Hip Abduction,gluteus_maximus,secondary
Resistance Band Seated Hip Abduction,hamstrings,secondary
Resistance Band Seated Shoulder Press,anterior_deltoid,primary
Resistance Band Seated Shoulder Press,triceps_brachii,secondary
Resistance Band Seated Shoulder Press,trapezius,secondary
Resistance Band Seated Straight Back Row,trapezius,primary
Resistance Band Seated Straight Back Row,biceps_brachii,secondary
Resistance Band Seated Straight Back Row,lateral_deltoid,secondary
Reverse Crunch,rectus_abdominis,primary
Reverse Crunch,hip_flexors,secondary
Reverse Dip,triceps_brachii,primary
Reverse Dip,pectoralis_major,secondary
Reverse Dip,posterior_deltoid,secondary
Reverse Grip Machine Lat Pulldown,latissimus_dorsi,primary
Reverse Grip Machine Lat Pulldown,biceps_brachii,secondary
Reverse Grip Machine Lat Pulldown,forearms,secondary
Reverse Grip Pull-up,latissimus_dorsi,primary
Reverse Grip Pull-up,biceps_brachii,secondary
Reverse Grip Pull-up,forearms,secondary
Reverse Hyper Extension (on Stability Ball),gluteus_maximus,primary
Reverse Hyper Extension (on Stability Ball),hamstrings,secondary
Reverse Hyper Extension (on Stability Ball),erector_spinae,secondary
Reverse Hyper On Flat Bench,gluteus_maximus,primary
Reverse Hyper On Flat Bench,hamstrings,secondary
Reverse Hyper On Flat Bench,erector_spinae,secondary
Reverse Plank With Leg Lift,rectus_abdominis,primary
Reverse Plank With Leg Lift,gluteus_maximus,secondary
Reverse Plank With Leg Lift,hamstrings,secondary
Reverse Plank With Leg Lift,posterior_deltoid,secondary
Ring Dips,triceps_brachii,primary
Ring Dips,pectoralis_major,secondary
Ring Dips,anterior_deltoid,secondary
Rocking Frog Stretch,gluteus_maximus,primary
Rocking Frog Stretch,hamstrings,secondary
Rocking Frog Stretch,quadriceps,secondary
Rocky Pull-up Pulldown,latissimus_dorsi,primary
Rocky Pull-up Pulldown,biceps_brachii,secondary
Rocky Pull-up Pulldown,forearms,secondary
Roller Back Stretch,erector_spinae,primary
Roller Back Stretch,hamstrings,secondary
Roller Back Stretch,gluteus_maximus,secondary
Roller Body Saw,rectus_abdominis,primary
Roller Body Saw,lateral_deltoid,secondary
Roller Body Saw,triceps_brachii,secondary
Roller Hip Lat Stretch,gluteus_maximus,primary
Roller Hip Lat Stretch,hamstrings,secondary
Roller Hip Lat Stretch,quadriceps,secondary
Roller Hip Stretch,gluteus_maximus,primary
Roller Hip Stretch,hamstrings,secondary
Roller Hip Stretch,quadriceps,secondary
Roller Reverse Crunch,rectus_abdominis,primary
Roller Reverse Crunch,hip_flexors,secondary
Roller Seated Shoulder Flexor Depresor Retractor,pectoralis_major,primary
Roller Seated Shoulder Flexor Depresor Retractor,lateral_deltoid,secondary
Roller Seated Shoulder Flexor Depresor Retractor,triceps_brachii,secondary
Roller Seated Single Leg Shoulder Flexor Depresor Retractor,pectoralis_major,primary
Roller Seated Single Leg Shoulder Flexor Depresor Retractor,lateral_deltoid,secondary
Roller Seated Single Leg Shoulder Flexor Depresor Retractor,triceps_brachii,secondary
Roller Side Lat Stretch,latissimus_dorsi,primary
Roller Side Lat Stretch,lateral_deltoid,secondary
Roller Side Lat Stretch,triceps_brachii,secondary
Rope Climb,trapezius,primary
Rope Climb,forearms,secondary
Rope Climb,biceps_brachii,secondary
Rope Climb,lateral_deltoid,secondary
Runners Stretch,hamstrings,primary
Runners Stretch,calves,secondary
Runners Stretch,quadriceps,secondary
Russian Twist,rectus_abdominis,primary
Russian Twist,obliques,secondary
Scapula Dips,trapezius,primary
Scapula Dips,rhomboids,secondary
Scapula Dips,anterior_deltoid,secondary
Scapula Push-up,serratus_anterior,primary
Scapula Push-up,triceps_brachii,secondary
Scapula Push-up,anterior_deltoid,secondary
Scapular Pull-up,trapezius,primary
Scapular Pull-up,biceps_brachii,secondary
Scapular Pull-up,rhomboids,secondary
Scapular Pull-up,posterior_deltoid,secondary
Seated Calf Stretch (male),calves,primary
Seated Calf Stretch (male),hamstrings,secondary
Seated Glute Stretch,gluteus_maximus,primary
Seated Glute Stretch,hamstrings,secondary
Seated Leg Raise,rectus_abdominis,primary
Seated Leg Raise,hip_flexors,secondary
Seated Lower Back Stretch,latissimus_dorsi,primary
Seated Lower Back Stretch,gluteus_maximus,secondary
Seated Lower Back Stretch,hamstrings,secondary
Seated Piriformis Stretch,gluteus_maximus,primary
Seated Piriformis Stretch,hamstrings,secondary
Seated Side Crunch (wall),rectus_abdominis,primary
Seated Side Crunch (wall),obliques,secondary
Seated Wide Angle Pose Sequence,hamstrings,primary
Seated Wide Angle Pose Sequence,quadriceps,secondary
Seated Wide Angle Pose Sequence,calves,secondary
Self Assisted Inverse Leg Curl,hamstrings,primary
Self Assisted Inverse Leg Curl,gluteus_maximus,secondary
Self Assisted Inverse Leg Curl,calves,secondary
Self Assisted Inverse Leg Curl (on Floor),hamstrings,primary
Self Assisted Inverse Leg Curl (on Floor),gluteus_maximus,secondary
Self Assisted Inverse Leg Curl (on Floor),calves,secondary
Shoulder Grip Pull-up,latissimus_dorsi,primary
Shoulder Grip Pull-up,biceps_brachii,secondary
Shoulder Grip Pull-up,forearms,secondary
Shoulder Tap,rectus_abdominis,primary
Shoulder Tap,lateral_deltoid,secondary
Shoulder Tap,triceps_brachii,secondary
Shoulder Tap Push-up,pectoralis_major,primary
Shoulder Tap Push-up,triceps_brachii,secondary
Shoulder Tap Push-up,rectus_abdominis,secondary
Side Bridge Hip Abduction,gluteus_medius,primary
Side Bridge Hip Abduction,gluteus_maximus,secondary
Side Bridge Hip Abduction,obliques,secondary
Side Bridge V. 2,rectus_abdominis,primary
Side Bridge V. 2,obliques,secondary
Side Bridge V. 2,gluteus_maximus,secondary
Side Hip (on Parallel Bars),rectus_abdominis,primary
Side Hip (on Parallel Bars),obliques,secondary
Side Hip (on Parallel Bars),hip_flexors,secondary
Side Hip Abduction,gluteus_medius,primary
Side Hip Abduction,gluteus_maximus,secondary
Side Hip Abduction,quadriceps,secondary
Side Lying Floor Stretch,latissimus_dorsi,primary
Side Lying Floor Stretch,obliques,secondary
Side Lying Floor Stretch,gluteus_maximus,secondary
Side Lying Hip Adduction (male),adductors,primary
Side Lying Hip Adduction (male),gluteus_maximus,secondary
Side Lying Hip Adduction (male),hamstrings,secondary
Side Plank Hip Adduction,adductors,primary
Side Plank Hip Adduction,obliques,secondary
Side Plank Hip Adduction,gluteus_maximus,secondary
Side Push Neck Stretch,levator_scapulae,primary
Side Push Neck Stretch,trapezius,secondary
Side Push-up,triceps_brachii,primary
Side Push-up,anterior_deltoid,secondary
Side Push-up,pectoralis_major,secondary
Side Push-up,rectus_abdominis,secondary
Side Wrist Pull Stretch,forearms,primary
Side-to-side Chin,latissimus_dorsi,primary
Side-to-side Chin,biceps_brachii,secondary
Side-to-side Chin,forearms,secondary
Side-to-side Toe Touch (male),rectus_abdominis,primary
Side-to-side Toe Touch (male),obliques,secondary
Side-to-side Toe Touch (male),hip_flexors,secondary
Single Arm Push-up,pectoralis_major,primary
Single Arm Push-up,triceps_brachii,secondary
Single Arm Push-up,anterior_deltoid,secondary
Single Arm Push-up,rectus_abdominis,secondary
Single Leg Bridge With Outstretched Leg,gluteus_maximus,primary
Single Leg Bridge With Outstretched Leg,hamstrings,secondary
Single Leg Bridge With Outstretched Leg,quadriceps,secondary
Single Leg Calf Raise (on A Dumbbell),calves,primary
Single Leg Platform Slide,hamstrings,primary
Single Leg Platform Slide,gluteus_maximus,secondary
Single Leg Platform Slide,quadriceps,secondary
Single Leg Squat (pistol) Male,gluteus_maximus,primary
Single Leg Squat (pistol) Male,quadriceps,secondary
Single Leg Squat (pistol) Male,hamstrings,secondary
Single Leg Squat (pistol) Male,calves,secondary
Sissy Squat,quadriceps,primary
Sissy Squat,calves,secondary
Sissy Squat,gluteus_maximus,secondary
Sit-up V. 2,rectus_abdominis,primary
Sit-up V. 2,hip_flexors,secondary
Sit-up With Arms On Chest,rectus_abdominis,primary
Sit-up With Arms On Chest,hip_flexors,secondary
Ski Ergometer,triceps_brachii,primary
Ski Ergometer,lateral_deltoid,secondary
Ski Ergometer,forearms,secondary
Skin The Cat,trapezius,primary
Skin The Cat,lateral_deltoid,secondary
Skin The Cat,rectus_abdominis,secondary
Sled 45 Degrees One Leg Press,gluteus_maximus,primary
Sled 45 Degrees One Leg Press,quadriceps,secondary
Sled 45 Degrees One Leg Press,hamstrings,secondary
Sled 45 Degrees One Leg Press,calves,secondary
Sled 45° Calf Press,calves,primary
Sled 45° Calf Press,hamstrings,secondary
Sled 45° Leg Press,gluteus_maximus,primary
Sled 45° Leg Press,quadriceps,secondary
Sled 45° Leg Press,hamstrings,secondary
Sled 45° Leg Press,calves,secondary
Sled 45° Leg Press (back Pov),gluteus_maximus,primary
Sled 45° Leg Press (back Pov),quadriceps,secondary
Sled 45° Leg Press (back Pov),hamstrings,secondary
Sled 45° Leg Press (back Pov),calves,secondary
Sled 45° Leg Press (side Pov),gluteus_maximus,primary
Sled 45° Leg Press (side Pov),quadriceps,secondary
Sled 45° Leg Press (side Pov),hamstrings,secondary
Sled 45° Leg Press (side Pov),calves,secondary
Sled 45° Leg Wide Press,gluteus_maximus,primary
Sled 45° Leg Wide Press,quadriceps,secondary
Sled 45° Leg Wide Press,hamstrings,secondary
Sled 45° Leg Wide Press,calves,secondary
Sled Calf Press On Leg Press,calves,primary
Sled Calf Press On Leg Press,hamstrings,secondary
Sled Calf Press On Leg Press,quadriceps,secondary
Sled Closer Hack Squat,gluteus_maximus,primary
Sled Closer Hack Squat,quadriceps,secondary
Sled Closer Hack Squat,hamstrings,secondary
Sled Closer Hack Squat,calves,secondary
Sled Forward Angled Calf Raise,calves,primary
Sled Forward Angled Calf Raise,hamstrings,secondary
Sled Forward Angled Calf Raise,gluteus_maximus,secondary
Sled Hack Squat,gluteus_maximus,primary
Sled Hack Squat,quadriceps,secondary
Sled Hack Squat,hamstrings,secondary
Sled Hack Squat,calves,secondary
Sled Lying Calf Press,calves,primary
Sled Lying Calf Press,hamstrings,secondary
Sled Lying Calf Press,gluteus_maximus,secondary
Sled Lying Squat,gluteus_maximus,primary
Sled Lying Squat,quadriceps,secondary
Sled Lying Squat,hamstrings,secondary
Sled Lying Squat,calves,secondary
Sled One Leg Calf Press On Leg Press,calves,primary
Sled One Leg Calf Press On Leg Press,hamstrings,secondary
Sled One Leg Calf Press On Leg Press,gluteus_maximus,secondary
Sledge Hammer,rectus_abdominis,primary
Sledge Hammer,forearms,secondary
Sledge Hammer,lateral_deltoid,secondary
Smith Back Shrug,trapezius,primary
Smith Back Shrug,lateral_deltoid,secondary
Smith Behind Neck Press,anterior_deltoid,primary
Smith Behind Neck Press,triceps_brachii,secondary
Smith Behind Neck Press,trapezius,secondary
Smith Bench Press,pectoralis_major,primary
Smith Bench Press,triceps_brachii,secondary
Smith Bench Press,anterior_deltoid,secondary
Smith Bent Knee Good Morning,gluteus_maximus,primary
Smith Bent Knee Good Morning,hamstrings,secondary
Smith Bent Knee Good Morning,erector_spinae,secondary
Smith Bent Over Row,trapezius,primary
Smith Bent Over Row,biceps_brachii,secondary
Smith Bent Over Row,forearms,secondary
Smith Chair Squat,quadriceps,primary
Smith Chair Squat,gluteus_maximus,secondary
Smith Chair Squat,hamstrings,secondary
Smith Chair Squat,calves,secondary
Smith Close-grip Bench Press,triceps_brachii,primary
Smith Close-grip Bench Press,pectoralis_major,secondary
Smith Close-grip Bench Press,anterior_deltoid,secondary
Smith Deadlift,gluteus_maximus,primary
Smith Deadlift,hamstrings,secondary
Smith Deadlift,quadriceps,secondary
Smith Deadlift,erector_spinae,secondary
Smith Decline Bench Press,pectoralis_major,primary
Smith Decline Bench Press,triceps_brachii,secondary
Smith Decline Bench Press,anterior_deltoid,secondary
Smith Decline Reverse-grip Press,pectoralis_major,primary
Smith Decline Reverse-grip Press,triceps_brachii,secondary
Smith Decline Reverse-grip Press,posterior_deltoid,secondary
Smith Front Squat (clean Grip),gluteus_maximus,primary
Smith Front Squat (clean Grip),quadriceps,secondary
Smith Front Squat (clean Grip),hamstrings,secondary
Smith Front Squat (clean Grip),calves,secondary
Smith Front Squat (clean Grip),rectus_abdominis,secondary
Smith Full Squat,gluteus_maximus,primary
Smith Full Squat,quadriceps,secondary
Smith Full Squat,hamstrings,secondary
Smith Full Squat,calves,secondary
Smith Hack Squat,gluteus_maximus,primary
Smith Hack Squat,quadriceps,secondary
Smith Hack Squat,hamstrings,secondary
Smith Hack Squat,calves,secondary
Smith Hip Raise,rectus_abdominis,primary
Smith Hip Raise,gluteus_maximus,secondary
Smith Hip Raise,hamstrings,secondary
Smith Incline Bench Press,pectoralis_major,primary
Smith Incline Bench Press,anterior_deltoid,secondary
Smith Incline Bench Press,triceps_brachii,secondary
Smith Incline Reverse-grip Press,pectoralis_major,primary
Smith Incline Reverse-grip Press,triceps_brachii,secondary
